team_key,team_name,team_code,tournament_id,year,start_date,performance,position,stage_score,stage_tier,next_year,stage_score_next,stage_tier_next,performance_next,position_next,qualified_next,delta_stage,underperform_next,prior_status,player_retention,squad_turnover,fifa_rank,fifa_points,ranking_date,fifa_rank_next,fifa_points_next,ranking_date_next,fifa_rank_change,fifa_points_change,expected_stage_from_rank,expectation_residual,exceeded_expectations
Argentina,Argentina,ARG,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,4,Quarterfinal,quarter-finals,,1,1,0,Other,0.2727272727272727,0.7272727272727273,7.0,55.0,1994-06-14,5.0,60.0,1998-05-20,-2.0,5.0,3.107943262569235,-0.10794326256923492,0
Belgium,Belgium,BEL,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,1,Group stage,group stage,,1,-2,1,Other,0.45454545454545453,0.5454545454545454,26.0,44.0,1994-06-14,35.0,50.0,1998-05-20,9.0,6.0,2.39625803108693,0.6037419689130701,1
Bolivia,Bolivia,BOL,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,0,Did not qualify,,,0,-1,1,Other,,,42.0,35.0,1994-06-14,33.0,51.0,1998-05-20,-9.0,16.0,1.7969441519439362,-0.7969441519439362,0
Brazil,Brazil,BRA,WC-1994,1994,1994-06-17,final,1.0,7,Champion,1998,6,Runner-up,final,2.0,1,-1,1,Champion,0.3181818181818182,0.6818181818181819,2.0,59.0,1994-06-14,1.0,72.0,1998-05-20,-1.0,13.0,3.2952288498014206,3.7047711501985794,1
Bulgaria,Bulgaria,BGR,WC-1994,1994,1994-06-17,third-place match,4.0,5,Semifinalist,1998,1,Group stage,group stage,,1,-4,1,Semifinalist,0.36363636363636365,0.6363636363636364,26.0,44.0,1994-06-14,35.0,50.0,1998-05-20,9.0,6.0,2.39625803108693,2.60374196891307,1
Cameroon,Cameroon,CMR,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,1,Group stage,group stage,,1,0,0,Other,0.22727272727272727,0.7727272727272727,24.0,46.0,1994-06-14,48.0,45.0,1998-05-20,24.0,-1.0,2.471172265979804,-1.471172265979804,0
Colombia,Colombia,COL,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,1,Group stage,group stage,,1,0,0,Other,0.45454545454545453,0.5454545454545454,16.0,51.0,1994-06-14,10.0,58.0,1998-05-20,-6.0,7.0,2.7708292055513013,-1.7708292055513013,0
Germany,Germany,DEU,WC-1994,1994,1994-06-17,quarter-finals,,4,Quarterfinal,1998,4,Quarterfinal,quarter-finals,,1,0,0,Other,0.4090909090909091,0.5909090909090908,1.0,60.0,1994-06-14,2.0,65.0,1998-05-20,1.0,5.0,3.3326859672478575,0.6673140327521425,1
Greece,Greece,GRC,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,0,Did not qualify,,,0,-1,1,Other,,,31.0,41.0,1994-06-14,54.0,44.0,1998-05-20,23.0,3.0,2.2089724438547442,-1.2089724438547442,0
Italy,Italy,ITA,WC-1994,1994,1994-06-17,final,2.0,6,Runner-up,1998,4,Quarterfinal,quarter-finals,,1,-2,1,Runner-up,0.2727272727272727,0.7272727272727273,4.0,57.0,1994-06-14,13.0,57.0,1998-05-20,9.0,0.0,3.2203146149085464,2.7796853850914536,1
Mexico,Mexico,MEX,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,3,Round of 16,round of 16,,1,0,0,Other,0.2727272727272727,0.7272727272727273,16.0,51.0,1994-06-14,4.0,61.0,1998-05-20,-12.0,10.0,2.7708292055513013,0.2291707944486987,1
Morocco,Morocco,MAR,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,1,Group stage,group stage,,1,0,0,Other,0.3181818181818182,0.6818181818181819,26.0,44.0,1994-06-14,13.0,57.0,1998-05-20,-13.0,13.0,2.39625803108693,-1.39625803108693,0
Netherlands,Netherlands,NLD,WC-1994,1994,1994-06-17,quarter-finals,,4,Quarterfinal,1998,5,Semifinalist,third-place match,4.0,1,1,0,Other,0.4090909090909091,0.5909090909090908,2.0,59.0,1994-06-14,25.0,54.0,1998-05-20,23.0,-5.0,3.2952288498014206,0.7047711501985794,1
Nigeria,Nigeria,NGA,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,3,Round of 16,round of 16,,1,0,0,Other,0.5454545454545454,0.4545454545454546,11.0,54.0,1994-06-14,72.0,37.0,1998-05-20,61.0,-17.0,2.9581147927834865,0.041885207216513454,1
Norway,Norway,NOR,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,3,Round of 16,round of 16,,1,2,0,Other,0.5,0.5,5.0,56.0,1994-06-14,5.0,60.0,1998-05-20,0.0,4.0,3.182857497462109,-2.182857497462109,0
Ireland,Republic of Ireland,IRL,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,0,Did not qualify,,,0,-3,1,Other,,,13.0,53.0,1994-06-14,46.0,46.0,1998-05-20,33.0,-7.0,2.8832005578906124,0.11679944210938764,1
Romania,Romania,ROU,WC-1994,1994,1994-06-17,quarter-finals,,4,Quarterfinal,1998,3,Round of 16,round of 16,,1,-1,1,Other,0.5,0.5,7.0,55.0,1994-06-14,20.0,55.0,1998-05-20,13.0,0.0,3.107943262569235,0.8920567374307651,1
Russia,Russia,RUS,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,0,Did not qualify,,,0,-1,1,Other,,,18.0,50.0,1994-06-14,15.0,56.0,1998-05-20,-3.0,6.0,2.6959149706584267,-1.6959149706584267,0
Saudi Arabia,Saudi Arabia,SAU,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,1,Group stage,group stage,,1,-2,1,Other,0.5,0.5,33.0,40.0,1994-06-14,33.0,51.0,1998-05-20,0.0,11.0,2.1340582089618705,0.8659417910381295,1
Korea Republic,South Korea,KOR,WC-1994,1994,1994-06-17,group stage,,1,Group stage,1998,1,Group stage,group stage,,1,0,0,Other,0.2727272727272727,0.7272727272727273,36.0,38.0,1994-06-14,20.0,55.0,1998-05-20,-16.0,17.0,2.021686856622559,-1.021686856622559,0
Spain,Spain,ESP,WC-1994,1994,1994-06-17,quarter-finals,,4,Quarterfinal,1998,1,Group stage,group stage,,1,-3,1,Other,0.45454545454545453,0.5454545454545454,5.0,56.0,1994-06-14,15.0,56.0,1998-05-20,10.0,0.0,3.182857497462109,0.8171425025378909,1
Sweden,Sweden,SWE,WC-1994,1994,1994-06-17,third-place match,3.0,5,Semifinalist,1998,0,Did not qualify,,,0,-5,1,Semifinalist,,,7.0,55.0,1994-06-14,26.0,53.0,1998-05-20,19.0,-2.0,3.107943262569235,1.892056737430765,1
Switzerland,Switzerland,CHE,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,0,Did not qualify,,,0,-3,1,Other,,,11.0,54.0,1994-06-14,77.0,36.0,1998-05-20,66.0,-18.0,2.9581147927834865,0.041885207216513454,1
USA,United States,USA,WC-1994,1994,1994-06-17,round of 16,,3,Round of 16,1998,1,Group stage,group stage,,1,-2,1,Other,0.5909090909090909,0.40909090909090906,21.0,47.0,1994-06-14,10.0,58.0,1998-05-20,-11.0,11.0,2.5835436183191156,0.4164563816808844,1
Argentina,Argentina,ARG,WC-1998,1998,1998-06-10,quarter-finals,,4,Quarterfinal,2002,1,Group stage,group stage,,1,-3,1,Other,0.5909090909090909,0.40909090909090906,5.0,60.0,1998-05-20,2.0,784.0,2002-05-15,-3.0,724.0,3.182857497462109,0.8171425025378909,1
Austria,Austria,AUT,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,0,Did not qualify,,,0,-1,1,Other,,,29.0,52.0,1998-05-20,61.0,543.0,2002-05-15,32.0,491.0,2.283886678747619,-1.2838866787476189,0
Belgium,Belgium,BEL,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,3,Round of 16,round of 16,,1,2,0,Other,0.36363636363636365,0.6363636363636364,35.0,50.0,1998-05-20,23.0,653.0,2002-05-15,-12.0,603.0,2.059143974068996,-1.0591439740689959,0
Brazil,Brazil,BRA,WC-1998,1998,1998-06-10,final,2.0,6,Runner-up,2002,7,Champion,final,1.0,1,1,0,Runner-up,0.2727272727272727,0.7272727272727273,1.0,72.0,1998-05-20,2.0,784.0,2002-05-15,1.0,712.0,3.3326859672478575,2.6673140327521425,1
Bulgaria,Bulgaria,BGR,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,0,Did not qualify,,,0,-1,1,Other,,,35.0,50.0,1998-05-20,54.0,557.0,2002-05-15,19.0,507.0,2.059143974068996,-1.0591439740689959,0
Cameroon,Cameroon,CMR,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,1,Group stage,group stage,,1,0,0,Other,0.5454545454545454,0.4545454545454546,48.0,45.0,1998-05-20,17.0,672.0,2002-05-15,-31.0,627.0,1.5722014472653136,-0.5722014472653136,0
Chile,Chile,CHL,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,0,Did not qualify,,,0,-3,1,Other,,,8.0,59.0,1998-05-20,45.0,590.0,2002-05-15,37.0,531.0,3.070486145122798,-0.07048614512279805,0
Colombia,Colombia,COL,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,0,Did not qualify,,,0,-1,1,Other,,,10.0,58.0,1998-05-20,4.0,728.0,2002-05-15,-6.0,670.0,2.995571910229924,-1.9955719102299239,0
Croatia,Croatia,HRV,WC-1998,1998,1998-06-10,third-place match,3.0,5,Semifinalist,2002,1,Group stage,group stage,,1,-4,1,Semifinalist,0.4090909090909091,0.5909090909090908,15.0,56.0,1998-05-20,21.0,655.0,2002-05-15,6.0,599.0,2.808286322997738,2.191713677002262,1
Denmark,Denmark,DNK,WC-1998,1998,1998-06-10,quarter-finals,,4,Quarterfinal,2002,3,Round of 16,round of 16,,1,-1,1,Other,0.3181818181818182,0.6818181818181819,26.0,53.0,1998-05-20,20.0,657.0,2002-05-15,-6.0,604.0,2.39625803108693,1.60374196891307,1
England,England,ENG,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,4,Quarterfinal,quarter-finals,,1,1,0,Other,0.45454545454545453,0.5454545454545454,5.0,60.0,1998-05-20,12.0,694.0,2002-05-15,7.0,634.0,3.182857497462109,-0.1828574974621091,0
France,France,FRA,WC-1998,1998,1998-06-10,final,1.0,7,Champion,2002,1,Group stage,group stage,,1,-6,1,Champion,0.6363636363636364,0.36363636363636365,15.0,56.0,1998-05-20,1.0,802.0,2002-05-15,-14.0,746.0,2.808286322997738,4.191713677002262,1
Germany,Germany,DEU,WC-1998,1998,1998-06-10,quarter-finals,,4,Quarterfinal,2002,6,Runner-up,final,2.0,1,2,0,Other,0.2727272727272727,0.7272727272727273,2.0,65.0,1998-05-20,11.0,695.0,2002-05-15,9.0,630.0,3.2952288498014206,0.7047711501985794,1
IR Iran,Iran,IRN,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,0,Did not qualify,,,0,-1,1,Other,,,41.0,48.0,1998-05-20,30.0,635.0,2002-05-15,-11.0,587.0,1.8344012693903733,-0.8344012693903733,0
Italy,Italy,ITA,WC-1998,1998,1998-06-10,quarter-finals,,4,Quarterfinal,2002,3,Round of 16,round of 16,,1,-1,1,Other,0.45454545454545453,0.5454545454545454,13.0,57.0,1998-05-20,6.0,717.0,2002-05-15,-7.0,660.0,2.8832005578906124,1.1167994421093876,1
Jamaica,Jamaica,JAM,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,0,Did not qualify,,,0,-1,1,Other,,,29.0,52.0,1998-05-20,57.0,549.0,2002-05-15,28.0,497.0,2.283886678747619,-1.2838866787476189,0
Japan,Japan,JPN,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,3,Round of 16,round of 16,,1,2,0,Other,0.36363636363636365,0.6363636363636364,10.0,58.0,1998-05-20,32.0,634.0,2002-05-15,22.0,576.0,2.995571910229924,-1.9955719102299239,0
Mexico,Mexico,MEX,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,3,Round of 16,round of 16,,1,0,0,Other,0.5,0.5,4.0,61.0,1998-05-20,7.0,716.0,2002-05-15,3.0,655.0,3.2203146149085464,-0.22031461490854642,0
Morocco,Morocco,MAR,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,0,Did not qualify,,,0,-1,1,Other,,,13.0,57.0,1998-05-20,39.0,612.0,2002-05-15,26.0,555.0,2.8832005578906124,-1.8832005578906124,0
Netherlands,Netherlands,NLD,WC-1998,1998,1998-06-10,third-place match,4.0,5,Semifinalist,2002,0,Did not qualify,,,0,-5,1,Semifinalist,,,25.0,54.0,1998-05-20,9.0,703.0,2002-05-15,-16.0,649.0,2.4337151485333672,2.5662848514666328,1
Nigeria,Nigeria,NGA,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,1,Group stage,group stage,,1,-2,1,Other,0.2727272727272727,0.7272727272727273,72.0,37.0,1998-05-20,27.0,644.0,2002-05-15,-45.0,607.0,0.6732306285508232,2.326769371449177,1
Norway,Norway,NOR,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,0,Did not qualify,,,0,-3,1,Other,,,5.0,60.0,1998-05-20,33.0,631.0,2002-05-15,28.0,571.0,3.182857497462109,-0.1828574974621091,0
Paraguay,Paraguay,PRY,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,3,Round of 16,round of 16,,1,0,0,Other,0.45454545454545453,0.5454545454545454,29.0,52.0,1998-05-20,18.0,671.0,2002-05-15,-11.0,619.0,2.283886678747619,0.7161133212523811,1
Romania,Romania,ROU,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,0,Did not qualify,,,0,-3,1,Other,,,20.0,55.0,1998-05-20,14.0,675.0,2002-05-15,-6.0,620.0,2.621000735765553,0.3789992642344471,1
Saudi Arabia,Saudi Arabia,SAU,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,1,Group stage,group stage,,1,0,0,Other,0.4090909090909091,0.5909090909090908,33.0,51.0,1998-05-20,34.0,627.0,2002-05-15,1.0,576.0,2.1340582089618705,-1.1340582089618705,0
Scotland,Scotland,SCO,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,0,Did not qualify,,,0,-1,1,Other,,,41.0,48.0,1998-05-20,54.0,557.0,2002-05-15,13.0,509.0,1.8344012693903733,-0.8344012693903733,0
South Africa,South Africa,ZAF,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,1,Group stage,group stage,,1,0,0,Other,0.2608695652173913,0.7391304347826086,20.0,55.0,1998-05-20,37.0,623.0,2002-05-15,17.0,568.0,2.621000735765553,-1.621000735765553,0
Korea Republic,South Korea,KOR,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,5,Semifinalist,third-place match,4.0,1,4,0,Other,0.36363636363636365,0.6363636363636364,20.0,55.0,1998-05-20,40.0,603.0,2002-05-15,20.0,548.0,2.621000735765553,-1.621000735765553,0
Spain,Spain,ESP,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,4,Quarterfinal,quarter-finals,,1,3,0,Other,0.22727272727272727,0.7727272727272727,15.0,56.0,1998-05-20,8.0,713.0,2002-05-15,-7.0,657.0,2.808286322997738,-1.8082863229977382,0
Tunisia,Tunisia,TUN,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,1,Group stage,group stage,,1,0,0,Other,0.5,0.5,20.0,55.0,1998-05-20,30.0,635.0,2002-05-15,10.0,580.0,2.621000735765553,-1.621000735765553,0
USA,United States,USA,WC-1998,1998,1998-06-10,group stage,,1,Group stage,2002,4,Quarterfinal,quarter-finals,,1,3,0,Other,0.5,0.5,10.0,58.0,1998-05-20,13.0,690.0,2002-05-15,3.0,632.0,2.995571910229924,-1.9955719102299239,0
Yugoslavia,Yugoslavia,YUG,WC-1998,1998,1998-06-10,round of 16,,3,Round of 16,2002,0,Did not qualify,,,0,-3,1,Other,,,8.0,59.0,1998-05-20,10.0,702.0,2002-05-15,2.0,643.0,3.070486145122798,-0.07048614512279805,0
Argentina,Argentina,ARG,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,4,Quarterfinal,quarter-finals,,1,3,0,Other,0.17391304347826086,0.8260869565217391,2.0,784.0,2002-05-15,9.0,746.0,2006-05-17,7.0,-38.0,3.2952288498014206,-2.2952288498014206,0
Belgium,Belgium,BEL,WC-2002,2002,2002-05-31,round of 16,,3,Round of 16,2006,0,Did not qualify,,,0,-3,1,Other,,,23.0,653.0,2002-05-15,56.0,582.0,2006-05-17,33.0,-71.0,2.5086293834262414,0.4913706165737586,1
Brazil,Brazil,BRA,WC-2002,2002,2002-05-31,final,1.0,7,Champion,2006,4,Quarterfinal,quarter-finals,,1,-3,1,Champion,0.43478260869565216,0.5652173913043479,2.0,784.0,2002-05-15,1.0,827.0,2006-05-17,-1.0,43.0,3.2952288498014206,3.7047711501985794,1
Cameroon,Cameroon,CMR,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,0,Did not qualify,,,0,-1,1,Other,,,17.0,672.0,2002-05-15,15.0,722.0,2006-05-17,-2.0,50.0,2.733372088104864,-1.733372088104864,0
Costa Rica,Costa Rica,CRI,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,1,Group stage,group stage,,1,0,0,Other,0.391304347826087,0.6086956521739131,29.0,643.0,2002-05-15,26.0,683.0,2006-05-17,-3.0,40.0,2.283886678747619,-1.2838866787476189,0
Croatia,Croatia,HRV,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,1,Group stage,group stage,,1,0,0,Other,0.4782608695652174,0.5217391304347826,21.0,655.0,2002-05-15,23.0,686.0,2006-05-17,2.0,31.0,2.5835436183191156,-1.5835436183191156,0
Denmark,Denmark,DNK,WC-2002,2002,2002-05-31,round of 16,,3,Round of 16,2006,0,Did not qualify,,,0,-3,1,Other,,,20.0,657.0,2002-05-15,11.0,736.0,2006-05-17,-9.0,79.0,2.621000735765553,0.3789992642344471,1
Ecuador,Ecuador,ECU,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,3,Round of 16,round of 16,,1,2,0,Other,0.391304347826087,0.6086956521739131,35.0,624.0,2002-05-15,39.0,631.0,2006-05-17,4.0,7.0,2.059143974068996,-1.0591439740689959,0
England,England,ENG,WC-2002,2002,2002-05-31,quarter-finals,,4,Quarterfinal,2006,4,Quarterfinal,quarter-finals,,1,0,0,Other,0.391304347826087,0.6086956521739131,12.0,694.0,2002-05-15,10.0,741.0,2006-05-17,-2.0,47.0,2.9206576753370497,1.0793423246629503,1
France,France,FRA,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,6,Runner-up,final,2.0,1,5,0,Other,0.4782608695652174,0.5217391304347826,1.0,802.0,2002-05-15,8.0,749.0,2006-05-17,7.0,-53.0,3.3326859672478575,-2.3326859672478575,0
Germany,Germany,DEU,WC-2002,2002,2002-05-31,final,2.0,6,Runner-up,2006,5,Semifinalist,third-place match,3.0,1,-1,1,Runner-up,0.43478260869565216,0.5652173913043479,11.0,695.0,2002-05-15,19.0,696.0,2006-05-17,8.0,1.0,2.9581147927834865,3.0418852072165135,1
Italy,Italy,ITA,WC-2002,2002,2002-05-31,round of 16,,3,Round of 16,2006,7,Champion,final,1.0,1,4,0,Other,0.391304347826087,0.6086956521739131,6.0,717.0,2002-05-15,13.0,728.0,2006-05-17,7.0,11.0,3.1454003800156722,-0.14540038001567224,0
Japan,Japan,JPN,WC-2002,2002,2002-05-31,round of 16,,3,Round of 16,2006,1,Group stage,group stage,,1,-2,1,Other,0.4782608695652174,0.5217391304347826,32.0,634.0,2002-05-15,18.0,705.0,2006-05-17,-14.0,71.0,2.1715153264083074,0.8284846735916926,1
Mexico,Mexico,MEX,WC-2002,2002,2002-05-31,round of 16,,3,Round of 16,2006,3,Round of 16,round of 16,,1,0,0,Other,0.30434782608695654,0.6956521739130435,7.0,716.0,2002-05-15,4.0,758.0,2006-05-17,-3.0,42.0,3.107943262569235,-0.10794326256923492,0
Nigeria,Nigeria,NGA,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,0,Did not qualify,,,0,-1,1,Other,,,27.0,644.0,2002-05-15,11.0,736.0,2006-05-17,-16.0,92.0,2.3588009136404926,-1.3588009136404926,0
Paraguay,Paraguay,PRY,WC-2002,2002,2002-05-31,round of 16,,3,Round of 16,2006,1,Group stage,group stage,,1,-2,1,Other,0.43478260869565216,0.5652173913043479,18.0,671.0,2002-05-15,33.0,653.0,2006-05-17,15.0,-18.0,2.6959149706584267,0.30408502934157333,1
Poland,Poland,POL,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,1,Group stage,group stage,,1,0,0,Other,0.17391304347826086,0.8260869565217391,38.0,615.0,2002-05-15,29.0,677.0,2006-05-17,-9.0,62.0,1.9467726217296848,-0.9467726217296848,0
Portugal,Portugal,PRT,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,5,Semifinalist,third-place match,4.0,1,4,0,Other,0.30434782608695654,0.6956521739130435,5.0,726.0,2002-05-15,7.0,750.0,2006-05-17,2.0,24.0,3.182857497462109,-2.182857497462109,0
Ireland,Republic of Ireland,IRL,WC-2002,2002,2002-05-31,round of 16,,3,Round of 16,2006,0,Did not qualify,,,0,-3,1,Other,,,15.0,674.0,2002-05-15,31.0,671.0,2006-05-17,16.0,-3.0,2.808286322997738,0.19171367700226183,1
Russia,Russia,RUS,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,0,Did not qualify,,,0,-1,1,Other,,,27.0,644.0,2002-05-15,37.0,645.0,2006-05-17,10.0,1.0,2.3588009136404926,-1.3588009136404926,0
Saudi Arabia,Saudi Arabia,SAU,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,1,Group stage,group stage,,1,0,0,Other,0.4782608695652174,0.5217391304347826,34.0,627.0,2002-05-15,34.0,651.0,2006-05-17,0.0,24.0,2.096601091515433,-1.0966010915154332,0
Senegal,Senegal,SEN,WC-2002,2002,2002-05-31,quarter-finals,,4,Quarterfinal,2006,0,Did not qualify,,,0,-4,1,Other,,,42.0,599.0,2002-05-15,28.0,679.0,2006-05-17,-14.0,80.0,1.7969441519439362,2.2030558480560636,1
Slovenia,Slovenia,SVN,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,0,Did not qualify,,,0,-1,1,Other,,,25.0,649.0,2002-05-15,71.0,539.0,2006-05-17,46.0,-110.0,2.4337151485333672,-1.4337151485333672,0
South Africa,South Africa,ZAF,WC-2002,2002,2002-05-31,group stage,,1,Group stage,2006,0,Did not qualify,,,0,-1,1,Other,,,37.0,623.0,2002-05-15,53.0,593.0,2006-05-17,16.0,-30.0,1.9842297391761219,-0.9842297391761219,0
Korea Republic,South Korea,KOR,WC-2002,2002,2002-05-31,third-place match,4.0,5,Semifinalist,2006,1,Group stage,group stage,,1,-4,1,Semifinalist,0.43478260869565216,0.5652173913043479,40.0,603.0,2002-05-15,29.0,677.0,2006-05-17,-11.0,74.0,1.8718583868368106,3.1281416131631894,1
Spain,Spain,ESP,WC-2002,2002,2002-05-31,quarter-finals,,4,Quarterfinal,2006,3,Round of 16,round of 16,,1,-1,1,Other,0.2608695652173913,0.7391304347826086,8.0,713.0,2002-05-15,5.0,756.0,2006-05-17,-3.0,43.0,3.070486145122798,0.929513854877202,1
